id,title,company,location_raw,tagsAndSkills
260925912800,"C++, Linux Developer",Krazy Mantra HR Solutions Pvt. Ltd,"Pune, Kozhikode, Chennai","c++,gdb,qnx,infotainment,middleware,python,socket programming,embedded linux"
31025008442,Aws Lead,Amrit Consultancy,"Pune, Coimbatore","Aws Lambda,AWS,s3,Amazon Ec2,Aws Cloud,Vpc,Amazon Cloudwatch,Lambda Aws"
300925926973,Fullstack Developer ( React - Java),SAS Research and Development (SAS R&D),Pune,"sql,design patterns,oops,rest,javascript,continuous integration,golang,hibernate"
300925922306,.NET + Azure + Angular Professional,PRADEEPIT CONSULTING SERVICES PVT LTD,Hybrid - Pune,"linkedin,angular,react.js,twitter,.net,digital marketing,erection,transformers"
300925912904,Full Stack Developer,Inventonus,Pune,"Springboot,Full stack,Restful API,Angular,SQL,Stack,Development,API"
300925911912,Full Stack Engineer / Application Support,VAK Consulting LLC,Pune,"Reactjs,MySQL,Rest API,AWS,Nodejs,Docker,CI/CD,Application Support"
300925504869,MS Dynamics Develper,Cyquent,Pune,"Data migration,Automation testing,Version control,devops,business rules,Customer service,Microsoft Dynamics,microsoft"
300925504656,Analyst - User Experience,Mro Corp,Pune,"Manager Quality Assurance,Front end,Javascript,Agile,Healthcare,HTML,Adobe,Stakeholder management"
300925503388,AWS Cloud Technical Leader,KPIT,Pune,"Maven,GIT,Analytical,Incident management,Troubleshooting,Continuous improvement,JIRA,AWS"
300925502616,Google Cloud Engineer/Administrator,66degrees,Pune,"Automation,VPN,Billing,Security services,Network security,Information technology,IPS,Technical support"
300925500588,Staff Systems Test Engineer,Tarana Wireless,Pune,"TCP,Automation,Linux,Debugging,Scheduling,Regression analysis,Troubleshooting,Python"
300925500503,Senior Software DevOps Engineer,Rapid7,Pune,"Automation,Product engineering,Compliance,Regression testing,Vulnerability,Selenium,Vulnerability management,Operations"
300925030504,CRM - Global Business Analyst,Lubrizol,Pune,"python,data analysis,analytical,business management,ms dynamics crm,bi,verbal communication,power bi"
300925028425,Grab the Opportunity For MS CRM Technical Consultant_Pune location!!,Prutech Solutions,Hybrid - Pune,"D365,AZURE,MS Dynamics CRM,Crm Development,Plugins,C#,Javascript,Ms Crm Dynamics"
300925027931,Senior C++ Developer,Venpa Staffing,Pune,"C#,C++,SQL,Senior,Development"
300925024372,Frontend Developer | Forex CFD Domain,fluid.live,Remote,"Forex,Typescript,React.Js,Python,SQL,Design Concepts,Broker,Api Integration"
300925019798,Artificial Intelligence Engineer,Spes Manning,Pune,"CrewAI,Image Processing,Mistral,FAISS,Process,Processing,Intelligence,Artificial Intelligence"
300925013089,Solution Architect,Malomatia,Hybrid - Pune,"Native,RFI,Azure Cloud,.Net,RFP,Solution Architect,Cloud,Architecture"
300925011347,Senior ServiceNow Developer Strategic Portfolio Management SPM Expert,InfoVision Inc,Pune,"application portfolio management,rest,development,css,configuring,analytical,configuration,custom"
290925917089,Public Cloud Network Specialist,FIS,Pune,"powershell,python,networking protocols,network architecture,bash,network engineering,nagios,bgp"
290925915449,Business Analyst  Treasury Domain,FIS,Pune,"presentation skills,quantum,capital market,treasury,web application testing,python,c++,data analysis"
290925913290,Test Lead,IDESLABS PRIVATE LIMITED,Pune,"bdd,java,selenium,cucumber framework,testng,automation framework,rest,software testing"
290925912866,.Net + Azure Professional,PRADEEPIT CONSULTING SERVICES PVT LTD,Hybrid - Pune,"c#,microsoft azure,docker,twitter,.net,digital marketing,erection,transformers"
290925902744,"Managed Service Operations Analyst - TAM , CLO/CDO",FIS,Pune,"data analysis,structured finance,clo,client servicing,vba,service operations,software testing,service management"
290925503266,Technical leadership & individual contribution Professional,REWISE ANALYTICS TECHNOLOGIES PRIVATE LIMITED,Pune,"Product management,Data modeling,Coding,Postgresql,Agile,Data structures,Stored procedures,microsoft"
290925502093,Engineer II - Software Engineering,World Courier,Pune,"JMS,Linux,Data modeling,Javascript,JDBC,HTML,Windows,Informatica"
290925501869,MS Dynamics & Power Platform Architect,Wissen Infotech,Pune,"vendor management,contract management,data analysis,kpi,purchase,sourcing,excel,commercial management"
290925501832,Associate - Quality Control,Softtech Engineers,Pune,"vendor management,contract management,data analysis,kpi,purchase,sourcing,excel,commercial management"
290925501784,Lead Data Engineer,Principal Global Services,Pune,"continuous integration,snowflake,architecting,cd,python,github,aws iam,glue"
290925501391,Azure DevOps Engineer,Wissen Infotech,Pune,"vendor management,contract management,data analysis,kpi,purchase,sourcing,excel,commercial management"
290925501250,Senior Software Engineer,Principal Global Services,Pune,"operations management,project management,software testing,team management,problem solving,sharepoint,accounting,sql"
290925500676,Java Lead,Techverito Software Solutions,Pune,"Hibernate,Automation,NoSQL,RDBMS,Coding,TDD,MySQL,MongoDB"
290925005071,Technical Data Engineering Manager,Lubrizol,Pune,"python,sap,analytical,team management,data processing,query,azure synapse,interpersonal skills"
270925010179,Cypress Testing,Ltimindtree,"Hybrid - Bhopal, Indore, Pune","Cypress,Javascript,QA Automation,Quality assurance,Automation,Software testing"
260925929976,.Net Developer,IDESLABS PRIVATE LIMITED,Pune,"net development,c#,sql server,.net,asp,css,adobe xd,wordpress"
260925928038,Agentic AI Professional,IDESLABS PRIVATE LIMITED,Pune,"python,artificial intelligence,react.js,troubleshooting,typescript,c#,css,owasp"
260925927841,Senior Lead Engineer - Development ( SRE / Cloud / Monitoring tools ),FIS,Pune,"continuous integration,automation tools,troubleshooting,aws,scripting languages,python,ci/cd,microsoft azure"
260925924242,Linux Developer Distribution Packaging,Talent21 Management  Shared Services Pvt. ltd.,Pune,"Linux,Golang,Ubuntu,Azure,Debugging,system configuration,IoT,DevOps"
260925919576,Cassandra Database Administrator,Talent21,Pune,"Cassandra Database,AWS,Cassandra Administration,Cassandra,Database administration,DBMS,Cassandra Database Administration,Administration"
260925919233,"We're Hiring: Data Architect  Azure Databricks + Power BI
",Talent21,Hybrid - Pune,"Power Bi,Azure Databricks,Data Architecture,Microsoft Azure,Azure Data Factory,RE,Architecture,Azure Devops"
260925912790,SAP RR Professional,Krazy Mantra HR Solutions Pvt. Ltd,Pune,"sap,p2p,integration server,data integration,otc,rest,adapters,web services"
260925504550,Technical Lead .NET,Sharpflux Technologies,Pune,"c#,project management,technical leadership,software development,problem solving,vb,sql server,team leading"
260925502140,Software Engineer II,Xplor Tech1 Systems,Pune,"algorithms,c++,microsoft technologies,software quality,scalability,jquery,sql,microservices"
260925501038,Senior Software Development Engineer (Full Stack),Gruve,Pune,"Software design,Coding,Postgresql,MySQL,Debugging,Javascript,Open source,SQL"
260925500945,"Product Security Analyst, APAC",Hackerone,Pune,"SAN,remediation,github,Testing tools,OWASP,Security testing,Work permit,Software development life cycle"
260925500915,Salesforce QA Automation Engineer,Myridius x Aethereus,Pune,"Automation,Manager Quality Assurance,Javascript,Performance testing,Agile,HTML,Selenium,Open source"
260925500907,DevOps Architect,Guidepoint,Pune,"Linux,Networking,Production support,Project management,Disaster recovery,PHP,Apache,VMS"
260925500848,Salesforce CPQ Administrator,Logicmonitor,Pune,"Administration,System architecture,Data migration,Data management,System design,Test cases,Troubleshooting,CRM"
260925030630,"Cloud Engineer, II",Zebra Technologies,Pune,"container,kubernetes,orchestration,web services,networking,siem,cloud support,sql"
260925024956,"Senior Full-Stack Developer (Next.js, MongoDB, AWS)",Nikqik Technologies,Remote,"MongoDB,Nextjs,AWS,Ai Solutions,Python,Full Stack,Development,Artificial Intelligence"
260925024066,NodeJS and React - Fullstack Developer,Ltimindtree,Pune,"Angularjs,HTML,React.Js,Azure Cloud,Node.Js,Full Stack,Development,Fullstack Development"
260925019918,Mulesoft Developer,Innova Solutions,Pune,"Mulesoft Integration,Json / Xml,Raml,Mulesoft Anypoint Platform,Cloud Integration,Message Queue,Api Management,Cloudhub"
260925010769,Executive/Officer - Quality,Bridgestone,Pune(Chakan),"QC,Kaizen,5S System,7Qc,PPAP,PFMEA,Quality Assurance,Quality Control"
260925010518,Junior Software Engineer,Sycamore Software Solutions,Hybrid - Pune,"ASP.NET Web API,ASP.NET,ASP.NET MVC,SQL Server,.NET Framework,C#,JSON/XML handling,JSON"
240925930373,Super Gaming Game Developer C# Programming,June Gaming,Pune,"c#,unity3d,game development,debugging,agile,3d modeling,game engine,gaming"
230925039028,"WE ARE Hiring Software Tester, SQL, JAVA Developer & AWS CLOUD.",Global Opportunity,Hybrid - Pune(Aundh +5),"Dotnet Development,Aws Cloud,Fullstack Development,Software Testing,SQL Development,Azure Cloud,Javascript,Java Development"
200825018010,Senior Engineer - BMS Software,Octillion Power Systems,Pune,"ECU troubleshooting,Ecu Design,functional safety,Debugging,SIL,HIL,Troubleshooting,Can Protocol"
50925017984,C++ Win32 Developer Windows Application Programming,Cloudxtreme,Hybrid - Pune,"C++,COM,PowerShell,Azure,RPC,Windows Services,MSTest,Debugging"
290925013869,Back End Developer,Prym Solutions,Pune,"Node,React Native,GIT,Aws Cloud,Docker,Fullstack Development,Typescript,Postgresql"
270925004490,Manual and Automation Test Engineer,Fabric,Pune,"ISTQB,Automation Testing,Manual Testing,Python,Bdd,Playwright,API Testing,Ci/Cd"
260925503731,Technical Recruiter,Pratiti Technologies,Pune,"IT services,Cloud computing,Networking,data science,Social media,Manager Technology,Stakeholder management,digital transformation"
260925008974,Qa Engineer,WAi Technologies,Pune,"Typescript,Playwright,Manual And Automation Testing,Automation,Automation testing,Software testing,Quality assurance engineering,Manual"
250925914233,Zabbix Professional,IDESLABS PRIVATE LIMITED,"Mumbai, Nagar, Bengaluru","continuous integration,zabbix,ci/cd,devops,aws,python,github,nagios"
250925904971,Duck creek Distribution Management System (DMS) Architect,Wits Innovation Lab,"Mumbai, Delhi / NCR, Bengaluru","DuckCreek DMS,data models,Java,DevOps,Billing modules,system architecture,Duck creek DMS,SQL"
250925901160,"Python, ML,Flask/Fast AP Professional",IDESLABS PRIVATE LIMITED,"Mumbai, Hyderabad","scikit-learn,api,python,machine learning,flask,kubernetes,css,api gateway"
230925923556,Azure Cloud Support Engineer,Suzva Software Technologies,"Mumbai, Delhi / NCR, Bengaluru","Azure Cloud,Storage,Git,KQL,CI/CD,.NET,SQL,Microsoft Azure"
230925925648,Platform Engineer (WebSphere / WCS / WAS),Suzva Software Technologies,"Kolkata, Mumbai, Ahmedabad","WebSphere,IBM support,WCS,WAS,HTTP,IHS v8.x,DB connection pooling,Apache"
190825016713,Salesforce Developer,Anlage Infotech,"Bengaluru, Mumbai (All Areas)","Apex Programming,Service Cloud,Bulk Api,SOAP,Salesforce,Soql,Sosl,Salesforce Data Cloud"
10925011441,Lead Performance Engineer,Vara Infrovate,"Hybrid - Kolkata(Salt Lake), Gurugram, Mumbai (All Areas)(Vashi)","Cloud Architecture & Distributed Environment,JMeter,Selenium,Performance Test Simulation,Postman,NeoLoad,Azure,Blazemeter"
290925001798,Python Developer Lead,Apidel Technologies,Hybrid - Mumbai(Vikhroli),"Pandas,SQL Queries,Numpy,Python,Library,SQL,Query,Development"
260925013374,Senior Test Automation Engineer,Apidel Technologies,Mumbai(Andheri East),"Automation Testing,Selenium,Python,Appium,Automation,Software testing,Senior"
250925930348,Senior Azure .NET developer,Krazy Mantra HR Solutions Pvt. Ltd,Mumbai,"continuous integration,ci/cd,devops,c#,.net,kubernetes,aks,datafactory"
250925927963,Azure .NET developer,Krazy Mantra HR Solutions Pvt. Ltd,Mumbai,"mysql,c#,software development,sql server,.net,continuous integration,ci/cd,datafactory"
250925905015,R+SAS Programmer,Gratitude India Manpower Consultants Pvt. Ltd.,Mumbai,"algorithms,sas programming,sql,design patterns,data structures,sas macros,project management,python"
250925904984,EDC Programmer,Gratitude India Manpower Consultants Pvt. Ltd.,Mumbai,"python,edc,solution development,sql,java,project management,inform,medidata rave"
250925020292,Application Production Support,Kiya.ai,"Hybrid - Mumbai, Thane, Mumbai (All Areas)","Banking Domain,Dynatrace,Oracle,SQL,Scripting,Unix,Capital Market,Investment Banking"
240925933965,Health data reviewer,Gratitude India,Mumbai,"python,data analysis,analysis tools,data review,ppap,operations management,apqp,control plan"
240925933916,Health data reviewer,Gratitude India,Mumbai Suburban,"python,data management,dbms,data review,statistical software,data analysis,sas,stata"
240925927876,Health Data Reviewer Professional,Gratitude India Manpower Consultants Pvt. Ltd.,Mumbai,"uv,quality control,analytical method development,oot,quality assurance,method validation,python,data validation"
240925927817,R +SAS Data programming,Gratitude India Manpower Consultants Pvt. Ltd.,Navi Mumbai,"c#,project management,sql,troubleshooting,.net,software development,program management,business analysis"
240925920833,Senior Biostatistician and Statistical Programmer,Gratitude India Manpower Consultants Pvt. Ltd.,Mumbai,"sas,service management,r,statistical programming,statistics,python,adam,sas macros"
240925920788,Senior Biostatistician and Statistical Programmer,Gratitude India Manpower Consultants Pvt. Ltd.,Navi Mumbai,"sas,r,clinical trials,statistical programming,statistics,python,adam,sas macros"
240925908225,Senior Support Analyst,Net Connect,Mumbai,"redhat linux,instruments,troubleshooting,accounting system,itil,accounts receivable,tds,accounts payable"
240925506954,React JS developers,Retransform,Mumbai,"Computer science,Training,MS SQL,jQuery,Front end,Architecture,Debugging,Javascript"
240925505012,Back End Developer,Secutech Automation,Mumbai,"Performance tuning,NUnit,github,Version control,GIT,Data modeling,devops,Debugging"
240925501152,Senior Test Engineer,QualityKiosk,Mumbai,"rest,load runner,sql queries,design development,web services,appium,dynatrace,javascript"
240925501150,Senior Test Engineer,QualityKiosk,Mumbai,"silk performer,rest,load runner,sql queries,web services,appium,automation testing,dynatrace"
240925501148,Test Engineer,QualityKiosk,Mumbai,"silk performer,rest,load runner,sql queries,web services,appium,automation testing,dynatrace"
230925916988,FiServe Signature Professional,IDESLABS PRIVATE LIMITED,Hybrid - Mumbai,"sql,database management,des,troubleshooting,ods,kubernetes,python,engineering support"
230925508123,Assistant Manager Supply Chain,Purplle.com,Mumbai,"python,supply chain,supply chain management,google,google sheets,warehouse,supply,sql"
230925506645,Product Analyst (Supply Chain),Purplle.com,Mumbai,"sap s hana,python,erp,data analysis,sap,system,wms,communication skills"
230925504739,Product Manager,Parity Cube,Mumbai,"project management,business analysis,new product,sales,sql,excel,software development life cycle,marketing"
230925025089,Hiring Zoho Developer_Ketto_Andheri west,Ketto,"Mumbai, Mumbai Suburban, Mumbai (All Areas)","Deluge,Zoho Crm,Crm Integration,Zoho Books,CRM,Zoho,Hiring,Integration"
230925014169,Immediate Opening For VAPT with Kiya.ai (CMMI ),Kiya.ai,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","Penetration Testing,gray box,Black Box,Software testing,CMMI,Box,Vapt,Penetration"
100925030751,Data Architect,Truetech Solutions,Remote,"Azure,MDM,Data Bricks,Pyspark,Python,Data architecture,Microsoft Azure,Architecture"
250925509140,Big Data Developer,Grid Dynamics,"Hyderabad, Chennai, Bengaluru","spark,Schema,SCALA,Cloud,Corporate,hdfs,Medical insurance,Apache"
250925031331,Senior Qa Engineer,Aliqan Services,"Noida, Bangalore Rural, Gurugram","c#,Azure pipelines,manual tester,selenium webdriver,SQL,devops,automation frameworks,CICD"
230925039330,.NET Software Developer,Aliqan Services,"Noida, Bangalore Rural, Gurugram",".Net,MVC,Performance Tuning,Angular,SQL,Development,Software,Software development"
150725026149,TSQL Developer,Sonata Software,"Hybrid - Hyderabad, Chennai, Bengaluru","T-SQL,Query Optimization,Tsql Development,Performance Tuning,Excel Reporting,Performance,Reporting,Excel"
100925008780,React JS Developer,Cloudxtreme,"Hybrid - Hyderabad, Chennai, Bengaluru","Graphql,React.Js,Aws,Nodejs"
31025502470,Senior Engineer / Technical Lead (Linux BSP),Converge Electronics,"Hyderabad, Ahmedabad","Software design,JTAG,GIT,Coding,Analytical,oscilloscope,Firmware,Test cases"
31025502469,Marketing Intelligence Analyst,Converge Electronics,"Hyderabad, Bengaluru","digital analytics,Marketing analytics,Google Analytics,market intelligence analyst,Data collection,Electronics,Technology solutions,Continuous improvement"
31025006122,Technical Architect,Uplers,"Hybrid - Hyderabad, Chennai, Bengaluru","Technical Architecture,Data Engineering,Frontend Development,Devops,Backend Development,Data,Technical,Engineering"
31025003127,Rpa Developer,ti Steps,"Hyderabad, Chennai, Bengaluru","Testing Tools,Debugging,Scripting,Rpa Development,Robotic Process Automation,Robotics,Development,Automation"
31025002422,Playwright Testing,Tekskills,"Hyderabad, Chennai, Bengaluru","Playwright Automation,Playwright,Javascript,Automation,Software testing"
31025001252,Worksoft Consultant Job opening with one of Our top MNC's client,Sdna Global,"Hyderabad, Chennai, Bengaluru","Worksoft Certify,SAP Testing,Worksoft,S,Top,SAP,Software testing,Client"
11025921897,"Software Engineer, VP",Natwest Digitalx,"Chennai, Gurugram, Bengaluru","software design,sql,python,stakeholder management,aws,hibernate,microservices,spring"
11025503543,Marketing Intelligence Analyst,Einfochips,"Hyderabad, Bengaluru","digital analytics,Marketing analytics,Google Analytics,market intelligence analyst,Data collection,Electronics,Technology solutions,Continuous improvement"
11025023229,Mobile Device Management Architect,Anlage Infotech,"Hybrid - Noida, Bengaluru","Golang,java,MDM,mobile device management,Devices,Architecture,Device Management,Management"
300925505034,Business Analyst,lastminute.com NV,Bengaluru,"Analytical skills,Data analysis,Manager Quality Assurance,Business Analyst,Product analysis,Manager Technology,power bi,Customer service"
300925502910,Officer,Hikal,Bengaluru,"vendor management,visualforce,project management,sap,quality control,sfdc,triggers,javascript"
290925006370,As400 Developer,Techwave Consulting,Hybrid - Hyderabad,"RPG,CL,RPGLE,Sqlrpgle,AS 400,Api Integration,AS400,Development"
260825030173,Integration Developer,WorldEmp,Hybrid - Bengaluru,"Integration,Tibco Integration,Ci/Cd,Devops,Mulesoft Integration,XPath,Java,Mulesoft Anypoint"
250925932828,Udaan Intern - Analyst,Myntra,Bengaluru,"python,data analytics,sql,advanced excel,process automation,presentation skills,training,action oriented"
250925929779,Senior Analyst- Power Platform,Stryker,Hybrid - Bengaluru,"software testing,power apps development,power bi,sharepoint,sql server,cspo,powerapps,react.js"
250925918236,Staff Engineer,Stryker,Bengaluru,"continuous integration,microservices,java,kafka,ci cd pipeline,kubernetes,natural language processing,ci/cd"
250925908404,Senior Security Engineer - Identity Access Management,Ecolab Global Services,Bengaluru,"python,access management,identity access management,active directory,powershell scripting,sql server,sso,sql"
250925508584,Senior Dot Net Developer - GMT,Getinz Techno Services,Hyderabad,"Performance tuning,SQL queries,Version control,query optimization,Agile scrum,Coding,Integration services,Stored procedures"
250925508326,Assistant Manager / Sr Executive,Aparna Constructions and Estates,Hyderabad,"Housekeeping,Data analysis,PPC,Manager Quality Assurance,Costing,Horticulture,ISO,AutoCAD"
250925508323,Assistant Engineer / Engineer,Aparna Constructions and Estates,Hyderabad,"Hospitality,Data analysis,ERP,Manager Quality Assurance,Horticulture,AutoCAD,Pumps,MIS"
250925508319,Dy. Manager / Sr. Executive,Aparna Constructions and Estates,Hyderabad,"Housekeeping,Data analysis,PPC,Manager Quality Assurance,Costing,Horticulture,ISO,AutoCAD"
250925507372,GraphQL developer -,Xinthe Technologies,Bengaluru,"Basic,Scalability,devops,Schema,Cloud,Javascript,Deployment,data integrity"
250925031335,Fullstack Developer,Grid Dynamics,Hybrid - Bengaluru,"Java,AI,Angular,Angularjs,Generative AI,Natural Language Processing,Chatbot,Spring Boot"
240925921245,Analyst - IT Product Support,Mercer,Bengaluru,"design documents,presentation skills,accounting,functional design,stakeholder management,oracle,data analytics,software development"
240925502425,Invited Instrumentation and Controls Engineer,Exxon Mobil Corporation,Bengaluru,"instrumentation engineering,software testing,plc,field instrumentation,engineering,scada,programmable logic controller,system"
240925034261,Hiring For AEM fragment Developer,Denave,Hybrid - Bengaluru(Marathahalli),"Adobe Target,Content Development,Aem Sites,Aem Development,Ab Testing,Target,Software testing,Development"
240925024748,GCP cloud engineer,Techprojects,Hybrid - Hyderabad,"Terraform,GCP,landing zone,cloud run,cloud SQL,VPN,cloud migration,VPC"
230925913981,Senior Software Engineer-UI,Caterpillar Inc,"Chennai, Bengaluru","nextjs,react.js,debugging,typescript,object oriented javascript,rest,css,ux"
230925504555,Senior Administrator - SIEM,Microland,Bengaluru,"cyber security,network security,arcsight,soc,ceh,information security,siem,gcih"
230925504348,Senior Software Engineer,Aziro,Bengaluru,"continuous integration,kubernetes,ci/cd,numpy,artificial intelligence,docker,gcp,devops"
120925016689,Lead Technical Consultant,Synamedia,Hybrid - Bengaluru,"Linux,Site Reliability Engineering,Docker,Azure Cloud,SRE,AWS,Kubernetes,Site"
110925036588,ROR Developer || Valuelabs,Valuelabs,"Hybrid - Indore, Hyderabad","ROR,Ruby Rails,Ruby on rails,SQL,Coding,AWS,Rails,Rail"
31025915437,Senior System Test Engineer  Python & Networking,Cisco,Bengaluru,"python,networking protocols,linux,jenkins,software quality assurance,switching,tcp,rest"
31025915358,Senior Principal Site Reliability Engineer,F5,Bengaluru,"kubernetes,sre,networking,devops,linux,schema,cluster management,continuous integration"
31025913613,"Software Development Engineer III, Distributed Cloud",F5,Bengaluru,"golang,backend development,grpc,sql,nosql databases,continuous integration,kubernetes,cif"
31025503269,"Manager, Engineering",Tekion Corp,Bengaluru,"Supply chain,Computer science,NoSQL,RDBMS,MySQL,Debugging,Machine learning,Silicon"
31025502943,Statistical Programmer II,ICON plc,Bengaluru,"Computer science,Assurance,GCP,Analytical,Clinical trials,clinical development,Clinical research,Healthcare"
31025502811,LLM Engineer,Futurense Technologies,Bengaluru,"ncvt,python,natural language processing,mechanical engineering,production,grinding,preventive maintenance,assembling"
