id,title,company,location_raw,tagsAndSkills
260925504379,Design Engineer - Configuration,Caterpillar Inc,Chennai,"Fabrication,Geometry,Team management,Analytical,Project management,CAD,Manager Technology,Issue resolution"
260925504376,Associate Engineer- Structural Design (Mining Trucks),Caterpillar Inc,Chennai,"Mining,Prototype,Project management,Analytical,Concept development,Advanced product quality planning,Supplier development,Techno-commercial"
260925504172,Assistant Manager - Risk Utility,Barclays,Noida,"Relationship management,Enterprise risk management,Due diligence,HP data protector,Physical security,Continuous improvement,Stakeholder management,Operations"
260925504131,Legal Officer - Asia,World Bank,Chennai,"International Law,General Counsel,Counsellor,Litigation,Structured finance,Legal,Legal research,Research"
260925503843,Regional Business Manager,NOVARTIS,Chandigarh,"Networking,Trade sales,Cardiovascular,Pharma,Diversity and Inclusion,Healthcare,Life sciences,Customer engagement"
260925503831,Branch:Branch Relationship Officer,Axis Bank,Alipurduar,"Loans,Networking,Branch banking,Relationship building,Anti money laundering,Customer service,Customer engagement,Internet banking"
260925503827,RB-LS: Business Development Associate,Axis Bank,Surat,"Retail,Lead generation,Forex,Investment products,Sales,Customer satisfaction,Business Development Associate,Financial services"
260925503826,RB-LS: Business Development Associate,Axis Bank,Patna,"Retail,Lead generation,Forex,Investment products,Sales,Customer satisfaction,Business Development Associate,Financial services"
260925503825,RB-LS: Business Development Associate,Axis Bank,Jamshedpur,"Retail,Lead generation,Forex,Investment products,Sales,Customer satisfaction,Business Development Associate,Financial services"
260925503824,Branch:Gold Loan Officer,Axis Bank,Kothagudem,"Usage,Team management,Publishing,NBFC,Branch banking,Relationship building,Channel sales,Gold loan"
260925503811,Manager - Fraud Regulatory Reporting & MIS,SBI Card,Gurugram,"Data management,Process orientation,Regulatory reporting,Compliance,Bfsi,Medical insurance,Vendor,Stakeholder management"
260925503734,Area Sales Manager II - B2C,Bunge,Rajpura,"B2C,Sales development,Area sales,Packaging,Inventory management,Infrastructure development,Manager II,Management"
260925503634,RL - Rural Lending:Gold Loan Officer,Axis Bank,Chandarlapadu,"Loans,Lead generation,Manager Internal Audit,Sales,Concurrent audit,gold valuation,MIS,Gold loan"
260925503629,Branch:Branch Relationship Officer - Rural 2,Axis Bank,Chhorahi,"Loans,Networking,Branch banking,Relationship building,Banking,Internet banking,Customer engagement,banking products"
260925503628,Branch:Branch Relationship Officer,Axis Bank,Mathabhanga,"Loans,Networking,Branch banking,Relationship building,Anti money laundering,Customer service,Customer engagement,Internet banking"
260925503627,Branch:Branch Relationship Officer,Axis Bank,Deogarh,"Loans,Networking,Branch banking,Relationship building,Anti money laundering,Customer service,Customer engagement,Internet banking"
260925503508,Sr CRA professionals,Syngene,Bengaluru,"EHS,Site management,Quality standards,Clinical operations,GCP,Site selection,Clinical Research Associate,Operations"
260925503498,RB-LS: Business Development Associate,Axis Bank,Chariduar,"Retail,Lead generation,Forex,Investment products,Sales,Customer satisfaction,Business Development Associate,Financial services"
260925503497,RB-LS: Business Development Associate,Axis Bank,Rahta,"Retail,Lead generation,Forex,Investment products,Sales,Customer satisfaction,Business Development Associate,Financial services"
260925503495,RB-LS: Business Development Associate,Axis Bank,Banjaria,"Retail,Lead generation,Forex,Investment products,Sales,Customer satisfaction,Business Development Associate,Financial services"
260925503489,RB-LS: Business Development Associate,Axis Bank,Dhanarua,"Retail,Lead generation,Forex,Investment products,Sales,Customer satisfaction,Business Development Associate,Financial services"
260925503485,Branch:Gold Loan Officer,Axis Bank,Chillakur,"Usage,Team management,Publishing,NBFC,Branch banking,Relationship building,Channel sales,Gold loan"
260925502455,Consultant,Public Health Foundation Of India,Guwahati,"project management,health care services,program management,project implementation,hospital administration,research,healthcare,epidemiology"
260925502391,Business Development Associate,Axis Bank,Gandhinagar,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502381,Business Development Associate,Axis Bank,Guwahati,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502379,Business Development Associate,Axis Bank,Raipur,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502378,Business Development Associate,Axis Bank,Howrah,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502377,Business Development Associate,Axis Bank,Panipat,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502371,Business Development Associate,Axis Bank,Tarikere,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502369,Business Development Associate,Axis Bank,Chandrapur,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502364,Business Development Associate,Axis Bank,Chandigarh,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502363,Business Development Associate,Axis Bank,Didwana,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502362,Business Development Associate,Axis Bank,Bikaner,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502360,Business Development Associate,Axis Bank,Basti,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502354,Business Development Associate,Axis Bank,Bilaspur,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502347,Business Development Associate,Axis Bank,Hubli,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502345,Business Development Associate,Axis Bank,Guntur,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502340,Business Development Associate,Axis Bank,Palghar,"bde,cold calling,business development,business development management,financial services,corporate sales,sales,marketing"
260925502205,SR. ANALYST INDIRECT SOURCING,Lennox India Technology Centre (LITC),Chennai,"supplier development,strategic sourcing,ms access,purchase,sourcing,excel,lean,vendor development"
260925502203,Specialist - Indirect Sourcing,Lennox India Technology Centre (LITC),Chennai,"supplier development,strategic sourcing,ms access,purchase,sourcing,excel,lean,vendor development"
260925502086,"Vice President - Regional Head Field, South",SBI Card,Chennai,"team management,collection management,customer service,business development,recovery,sales,recovery operations,marketing"
260925502017,Assistant Engineer - Maintenance,Valeo,Chennai,"equipment design,predictive maintenance,maintenance engineering,preventive maintenance,equipment,breakdown analysis,spare parts,kaizen"
260925501220,Territory Sales Executive - B2C,Bunge,Rajpura,"Automation,Sales,Analytical,Territory Sales Executive,Packaging,FMCG,Dms,Distribution network"
260925501135,CBG: SBB Relationship Manager - Working Capital,Axis Bank,Fatehabad,"Interpersonal skills,Sales,Credit operations,Compliance,Customer satisfaction,Relationship,Banking,Technology marketing"
260925501078,"Lead, Regulatory Affairs",Boston Scientific,Gurugram,"Change management,Warehouse,Internal audit,Metrology,Cosmetics,Telecommunication,Life sciences,Licensing"
260925500921,Business Manager,IndiaMART,Meerut,"Telecom,Sales strategy,Interpersonal skills,Team management,Sales,Bfsi,Client retention,Service industry"
260925500898,Manager-II,sun pharma industries,Guwahati,"OSD,Spare parts,Manufacturing process,Pharma,Instrumentation,Scheduling,GMP,Forecasting"
260925500895,Senior Manager - EHS,sun pharma industries,Guwahati,"global operations,Loss prevention,EHS,Fire alarm system,Green belt,Industrial safety,EHS management,Pharma"
260925500839,Channel Sales Manager - Agency Health,Tata AIG General Insurance Company ,Jhansi,"Training,Compliance,IRDA,Channel sales,Channel management,HR,Business delivery,Licensing"
260925500769,Senior Executive - Research & Development,Bunge,Tiruchirapalli,"Senior Executive R&D,Microbiology,Packaging development,Chemical engineering,Analytical,Process control,Process development,Food safety"
260925500768,Senior Executive - Research & Development,Bunge,Rajpura,"Senior Executive R&D,Microbiology,Food technology,Analytical,Process control,Cost reduction,Packaging,Food safety"
260925500768,Senior Executive - Research & Development,Bunge,Rajpura,"Senior Executive R&D,Microbiology,Food technology,Analytical,Process control,Cost reduction,Packaging,Food safety"
260925500703,Manager - Loyalty & Retention,Ixigo,Gurugram,"Usage,Image editing,Google Analytics,Testing tools,Analytical,Automation tools,SMS,Management"
260925500534,Manager - Group Compliance,Razorpay,Bengaluru,"Loans,International operations,Compliance,Analytical,Regulatory compliance,Management,Licensing,Stakeholder management"
260925500476,"Lead, Regulatory Affairs",Boston Scientific,Gurugram,"Change management,Warehouse,Internal audit,Metrology,Cosmetics,Telecommunication,Life sciences,Licensing"
260925500353,CBG: SBB Relationship Manager - Working Capital,Axis Bank,Bathinda,"Interpersonal skills,Sales,Credit operations,Compliance,Customer satisfaction,Relationship,Banking,Technology marketing"
260925500351,CBG: SBB Relationship Manager - Working Capital,Axis Bank,Sunam,"Interpersonal skills,Sales,Credit operations,Compliance,Customer satisfaction,Relationship,Banking,Technology marketing"
260925500332,Branch:Teller,Axis Bank,Coimbatore,"Loans,Networking,Branch banking,Relationship building,Banking,Internet banking,Customer engagement,banking products"
260925500328,Branch:Teller,Axis Bank,Kolkata,"Loans,Networking,Branch banking,Relationship building,Banking,Internet banking,Customer engagement,banking products"
260925500325,Branch:Teller,Axis Bank,Chandrapur,"Loans,Networking,Branch banking,Relationship building,Banking,Internet banking,Customer engagement,banking products"
260925500324,Branch:Teller,Axis Bank,Nashik,"Loans,Networking,Branch banking,Relationship building,Banking,Internet banking,Customer engagement,banking products"
260925500323,Branch:Teller,Axis Bank,Mohali,"Loans,Networking,Branch banking,Relationship building,Banking,Internet banking,Customer engagement,banking products"
260925500311,Branch:Branch Relationship Officer,Axis Bank,Koppal,"Loans,Networking,Branch banking,Relationship building,Anti money laundering,Customer service,Customer engagement,Internet banking"
260925500303,Branch:Branch Relationship Officer,Axis Bank,Gobichettipalayam,"Loans,Networking,Branch banking,Relationship building,Anti money laundering,Customer service,Customer engagement,Internet banking"
260925032383,Customer Success Manager,ElevenX Capital,Gurugram,"SAAS,US Market,Upselling,B2B,Customer Retention,Edtech,Cross Selling,Revenue Maximization"
260925031327,Cluster Fee Head- Retail Forex - Sr Manager,Axis Bank,"North Twenty Four Parganas, Krishnagar","Govt Sales,Forex Trading,Sales Life Insurance,Trade Finance,Commercial Banking,Forex,Trade Sales,Sales"
260925031284,Assistant Manager/Manager For QR code/Sound Box sales Patna Bihar,Fino Payments Bank,Patna,"Team Handling,Sound Box,Box,Management,Sales,Coding,Handling,Audio"
260925030463,Hiring store promoter For Water Heater sales For Haier(off roll),TeamLease,Kolkata(Garia),"Electronics Sales,Water Heaters,Consumer Electronics,Home Appliances,store promoter,Water Pumps,Water,Appliances"
260925030406,Engineer / Senior Engineer (Automation Assembly),Avalon Technologies,Chennai,"Drilling,Assembly Fixtures,Jigs,assembly jigs,inspection of machined parts,Cutting,PLC,Machine Drawing"
260925029294,Sales Engineer,Signals And Systems,Chennai,"Sales,Business Development,B2B Sales,Industrial Sales,Technical Sales,OEM Sales,Industrial Product Sales,OEM"
260925028786,Administration Manager,Sun Pharma,Guwahati,"Admin Activities,Facility Management,Administration,Management,Administration management,Facilities"
260925028725,Graphic Designer (Social Media),Zebronics,Chennai,"Illustrator,Adobe,Photoshop,Graphic Designing,Adobe Creative Suite,Graphics,Adobe Premiere Pro,Corel Draw"
260925028177,Inside Sales Executive,Signals And Systems,Chennai,"Inside Sales,Inbound Sales,Cold Calling,B2B Sales,Cold,Calling,Inbound,B2B"
260925027976,"Hiring Telecom enterprise sales Specialist Day Shift ,Sat-Sun OFF",Denave,"Noida, Gurugram, Delhi / NCR","Adroit Synergies,Bharti Airtel,Broadband,Telecom Sales,Wireline,ILL,Internet Sales,MPLS"
260925027837,Equity Specialist,ICICI Securities,"Kolhapur, Kolkata, North Goa","Equity,Equity Advisory,equity dealer,Dealing,Equity Settlement,Advisory"
260925027697,Equity Specialist,ICICI Securities,"Vijayawada, Kozhikode, Ranchi","Equity,Equity Advisory,equity dealer,Dealing,Advisory,Equity Settlement"
260925027357,"Banking Job | Sales Officer @ reputed SFB, Kolkata 3-4L",Genius Consultants,"Kolkata(Uluberia +3), Uluberia, Asansol","Sales,Saving Account,Retail Banking,Cross Selling,Third Party Products,Banking Products,bank,Liability Products"
260925027323,P2P Professionals  Bangalore US Shift Immediate Joiners,White Horse Manpower Consultancy,Bengaluru,"Invoice Processing,P2P,Accounts Payable,Procure to Pay,Payment Processing,O2C,Finance Operations,Vendor Query Resolution"
260925027259,Project Commercial Executive,Andritz,Rewari,"Commercial Activities,Project Accounting,Record Keeping,GRN,SAP,Petty Cash,Inward,Stock Management"
260925027183,Area Business Head - Jaipur,Hero Housing Finance,Jaipur,"Mortgage Loans,Affordable Housing,Loan Against Property,Housing Finance,Lap Loans,HL,Mortgage,Home Loans"
260925027045,MHS Executive,Andritz,Coimbatore,"GRN,Material Management,SAP MM,Warehouse Operations,Warehouse,Material Handling,Inward,Dispatch"
260925026994,Interior Designer Gurugram,SOBHA,Gurugram,"Sketchup,AutoCAD,Modular Kitchen,VRAY,Interior Designing,Interiors,Modular,Design"
260925026920,Business Analyst,Denave,Noida,"Business Analysis,Client Management,Requirement Gathering,Management,Analysis,Requirements,Client"
260925026810,Safety Engineer,SOBHA,"Kochi, Palakkad, Thrissur","Safety Engineering,Osha,IOSH,Nebosh,Construction Safety,EHS,HSE,Safety Audit"
260925026690,Kinaxis Planning One Consultant,FCS Software Solutions,Remote,"kinaxis,sap,s4 hana,planning one,hana,Kinaxis Rapid Response,Consulting,Saps"
260925026127,Business Development Manager - Gorakhpur,MakeMyTrip,Gorakhpur,"B2B,Hotel Contracting,New Client Acquisition,Client Acquisition,Relationship Management,Relationship Building,Relationship,Management"
260925026120,Marketing Coordinator,SOBHA,Kochi,"Lead Generation,Marketing Strategy,Brand Marketing,Commercial Marketing,Marketing Management,Marketing Operations,Promotional Activity,Marketing Activities"
260925025922,Sr. Officer / Executive - CMO (Manufacturing),Hester,"Kadi, Ahmedabad","Cmo,Contract Manufacturing,GMP,Capa,Third Party Manufacturing,Pharmaceutical,Coa,Regulatory Affairs"
260925025920,Business Development Manager - Jodhpur,MakeMyTrip,Jodhpur,"B2B,Hotel Contracting,Relationship Management,Relationship Building,Relationship,Management,Development,Contracts"
260925025903,Business Manager - Tele Sales,IndiaMART,Noida,"sales,customer success manager,inside sales,Team Handling,Upselling,key account manager,cold calling,Cross Selling"
260925025381,Business Manager - Indiamart || Noida,IndiaMART,Noida,"Sales,Team Handling,Upselling,Cross Selling,Client Servicing,Client Retention,Key Account Management,Revenue Maximization"
260925025105,Payroll Executive,Incedo,Noida,"Payroll Accounting,Payroll Processing,Payroll Management,SAP,TDS Calculation,Reconciliation,Payroll Administration,Payroll Preparation"
260925025068,Customer Service Team leader,AnandRathi,Goregaon,"Customer Service,BANKING,NBFC,Grievance Handling,Complaint Management,MIS,Escalations,Complaints"
260925024900,Business Development Manager- Steel Industry,Techno India Manufacturing & Engineering Solutions,Kolkata(Tollygunge Phari),"Steel Industry,Business Development Management,Client Acquisition,Client Relationship Management,Manufacturing Industry,Bdm,Sales Management,B2B Sales"
260925024788,Mechanical Store Incharge,Techno India Manufacturing & Engineering Solutions,"Prayagraj, Satna","Material Control,Store Management,Store Keeping,Inventory Control,GRN,Material Requirement Planning,LIFO,Stores Maintenance"
260925024511,Desktop Support Engineer-Jaipur Location,3i Infotech,Jaipur,"Desktop Support,LAN Troubleshooting,Outlook Configuration,OS Installation,Windows Installation,Desktop Troubleshooting,Printer Support,Laptop Support"
260925024452,Transport Incharge,City Montessori School (CMS),Lucknow,"Vehicle Management,Transport Management,Management,Logistics Management,Transport Operations,Logistics,Transportation,Transportation Operations"
260925024402,Partnership and Outreach Associate,Rits Capital,Noida,"Relationship Management,Partnership Management,Strategic Alliances,Corporate Alliances,Partnerships,Alliances,Corporate,Relationship"
260925023939,Walk-in Drive - Relationship Manager - Nagpur,AnandRathi,Nagpur,"Brokerage Generation,Field Sales,Open Market,Acquisition,Revenue Generation,Sales,Relationship,Marketing"
260925023819,Cad Draughtsman,Techno Specialist Consulting Engineers (kerala) Pv T Ltd,Kochi,"Draftsman Activities,English,Malayalam,AutoCAD,AutoCAD 2D,AutoCAD Drawing,Drawing,Draw"
260925023533,Procurement Head,Ciao Green Pvt. Ltd.,Bengaluru(HSR Layout),"Commercial Interior Design,Procurement Management,Rate Negotiation,Vendor Development,Contract Management,Vendor Management,Interiors,Boq Estimation"
260925023465,Mechanical Design Engineer,Pricol,Coimbatore,"Creo,bom,plastic,pump,valve,Design engineering,Mechanical design,Pumps"
260925022847,Clerk,City Montessori School (CMS),Lucknow,"Clerical Work,Back Office,Administration Work,Office Management,Clerical,Office,Administration,Management"
260925022728,Receptionist,City Montessori School (CMS),Lucknow,"Front Desk,Receptionist Activities,Telephone Operating,Guest Handling,Guest,Operating,Telephone,Front"
260925022591,Civil Billing Audit Engineer,Suresh Surana & Associates,Aurangabad,"Sub Contractor Billing,Bill Of Quantities,Ra Bills,Quantity Surveying,Contractors,Civil,Subcontractors,Billing engineering"
260925022263,Music Teacher,City Montessori School (CMS),Lucknow,"Music,Music Teacher,Teaching,Music Training"
260925022245,Hiring For MIS Executive- US Staffing @Noida,Artech,Hybrid - Noida,"MIS Reporting,Pivot Table,CRM Management,MIS Operations,VLOOKUP,Conditional Formatting,Formulas,Advanced Excel"
260925021248,ISC - Chemistry Teacher,City Montessori School (CMS),Lucknow,"Teaching Chemistry,ISC Chemistry,Chemistry,ISC"
260925021060,Assistant Manager / Deputy Manager,Sundaram Finance (SFL),Chennai(Mount Road),"Corporate Finance,Commercial Leasing Business,Leasing,Commercial,Corporate,Assistance,Finance,Commercial leasing"
260925021025,Junior Computer (Only Female Candidates),City Montessori School (CMS),Lucknow,"Junior Computer,Junior Computer Teacher,Education,Computer Teaching"
260925020837,Deputy Manager / Assistant Manager - Treasury,Gmmco,Chennai,"Treasury,Management,Assistance"
260925020548,Junior Maths Teacher (Only Female Candidates),City Montessori School (CMS),Lucknow,"Teaching junior mathematics,Junior Maths,Teaching Maths,Education"
260925019915,Maintenance - Engineer,Prince Pipes & Fittings,"Valsad, Vapi, Dadra & Nagar Haveli(Dadra)","Extruder Maintenance,PLC,Electrical Engineering,Electrical Maintenance,Ac Drives,solar panel,Extrusion,Maintenance"
260925019672,Primary: Computers (Only Female Candidates),City Montessori School (CMS),Lucknow,"Education,Computer Teaching,Primary Computer,Teaching"
260925019401,Pre Primary: All Subjects (Only Female Candidates),City Montessori School (CMS),Lucknow,"Education,Teaching,Curriculum Development,Primary Maths,Primary English,Primary Hindi"
260925018867,Urgent opening For Senior Area Sales Manager/State Head- FMCG Division,Shyam Steel,"Durg, Bilaspur, Raipur","FMCG Sales,General Trade,Sales Head,Zonal Sales,Regional Sales,State Sales,General,Sales management"
260925017342,Sales Manager - Ahmedabad || Gujarat,IndiaMART,Ahmedabad,"Sales,Team Handling,Territory Sales,New Client Acquisition,Area Sales,Direct Sales,B2B Sales,Regional Sales"
260925016702,Relationship Manager,ICICI Home Finance (ICICI HFC),"New Delhi(Lajpat Nagar +2), Gurugram(Faridabad Road +3), Delhi / NCR(Noida-Greater Noida Expressway +2)","Field Sales,Direct Sales,Housing Loans,Open Market,Loan Against Property,HL,Home Loans,Mortgage Loans"
260925016607,Electrical Technician,GSH Group,"Oragadam, Sriperumbudur, Tambaram","Electrical Maintenance,DG Sets,ITI Electrical,Utility Maintenance,Electrical Equipment,Transformers,UPS,HT"
260925016263,Financial Reporting & Remediation (FRR)- Senior Con/Deputy Manager,Protiviti India,Gurugram,"accounting advisory,financial reporting,Statutory Audit,cmas,fra,Statutory Reporting,Con,Advisory"
260925016161,Senior Consultant-Cardiology,Medanta Hospital ,Lucknow,"Cardiology,Interventional Cardiology,Senior"
260925015743,Hiring For Top Captive Unit. Noida & Gurgaon. Salary up To 10LPA,Planet Recruiters,"Noida, Gurugram, Delhi / NCR","BPO,Communication Skills,Wipro,Taskus,Inbound Process,Customer Service,Inbound Sales,Teleperformence"
260925015379,Civil Construction Engineer,Tata Consulting Engineers,"Agartala, Puri","Urban Infrastructure,Civil Engineering,Boq Preparation,Infrastructure Projects,PMC,Boq,Construction,Engineering"
260925014933,Manager Payroll & Compliance,PNB MetLife,Gurugram,"PF,Payroll management,Payroll,Compliance,Management"
260925014595,Financial Planning Analyst,Incedo,Noida,"Financial Planning And Analysis,Monthly Reports,SAP,quarterly reporting,Cash Flow Reporting,Budgeting And Forecasting,Budget Analysis,Variance Analysis"
260925014586,Relationship Manager,Star Union Dai ichi Life Insurance (SUD Life),"Sitapur, Farrukhabad, Hardoi","Banca Sales,Bancassurance Sales,Sales,Sales Life Insurance,Life Insurance,Insurance,Banca,Relationship"
260925013614,FP&A Analyst,Intas,Ahmedabad,"Financial Reporting,Budgeting And Forecasting,Financial Planning And Analysis,MIS Reporting,Financial Operations,Reporting,MIS,Financial planning"
260925013381,Telecalling Executive/Tele Caller/ Customer Support Executive,Nirana Global Solutions,Chennai,"Hindi Speaking,English Language,Communication Skills,Languages,Calling,Telecalling,Hindi,English"
260925012992,Sr. Technical Engineer - Chennai,Inspirisys,Chennai,"Azure Active Directory,Desktop Support,Vip Support,End User Support,IT Support,Technical Support,System Support,Microsoft Azure"
260925012680,Front Office Executive,Avalon Technologies,Chennai,"Front Desk,Calls Handling,Travel Desk,Receptionist Activities,Visitor Management,Email Support,Front Office Management,Front"
260925012516,Opening: Demand Gen Lead | HubSpot Expert-Noida,Artech,Noida,"B2B SaaS,Hubspot,campaign optimization,HubSpot dashboards,campaign tracking,Hubspot Crm,dashboard creation,Demand Generation"
260925012272,Oracle Fusion Hcm Consultant,Lancesoft,"Bhubaneswar, Coimbatore","Oracle HCM Redwood,Oracle Fusion Hcm,Oracle VBCS,Payroll,Oracle Hcm,Absence,Fast Formula,Core HR"
260925012161,Exciting Opportunity- Team Lead Renewals-Noida,Denave,Noida,"renewals,Licensing,Software Licensing,Software,Team"
